text,labels,split
For adopting people there is a range of requirements and obstacles they have to overcome in order to adopt .,['ADOPTION'],train
There are many couples who spend years on waiting lists trying to adopt a child .,['ADOPTION'],train
"I bet that there are many couples who would love to adopt a child , probably because they ca n't have kids !",['ADOPTION'],train
There are couples who would love to have children who ca n't .,['ADOPTION'],train
"They would love to have kids , but they ca n't ; the people who do n't want kids but get pregnant just do abortion .",['ADOPTION'],train
"If they get abortions , then next they ’ll be asking for Cadillacs .",['OTHER'],train
Those that do not have the economic capability or the desire to see a pregnancy to its full term and raise a child will continue to seek illegal abortions long after it has been made illegal .,"['CONSEQUENCES OF CHILDBIRTH', 'ILLEGAL ABORTIONS']",train
Our government ca n’t afford to give poor women free abortion on demand .,['FUNDING OF ABORTION'],train
Medicaid should not pay for abortion .,['FUNDING OF ABORTION'],train
"Are all abortionists simply "" in it for the money "" ?",['ABORTION INDUSTRY'],train
Abortion is not a luxury item ; it is a necessary component of women ’s health care .,['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH'],train
Abortion would seem to provide women with a practical response to the disproportionate responsibility sexual intercourse can lay at our feet .,['RESPONSIBILITY'],train
"Each of the female justices takes a whacking stick to the very notion that abortion — one of the safest procedures on record — requires rural women to haul ass across land masses larger than the whole state of California in order to take a pill , in the presence of a doctor , in a surgical theater .",['SAFETY/HEALTH EFFECTS OF LEGAL ABORTION'],train
"If the fear is that abortion ’s illegality would make the procedure more dangerous , then why object to laws that hold abortion clinics to higher standards and consequently protect women ’s health ?",['ILLEGAL ABORTIONS'],train
He noted that now medical abortions have to take place in surgical centers ( rather than at home ) and that many women who would have been able to access medical abortion before HB 2 will be delayed and have to have surgical abortions .,['OTHER'],train
"Also , in that decision , he accepted scientific arguments that many women do come to regret having had abortions , and thus the procedure may cause psychological harm .",['PSYCHOLOGICAL EFFECTS OF ABORTION'],train
"He reasoned that if a woman wanted to be educated like a man , hired like a man and promoted like a man , women should not expect their employers to accommodate pregnancy .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"See , e.g. , H.R. Rep . No. 95-948 , at 3 ( 1978 ) ( “ [ T ] he assumption that women will become [ pregnant ] and leave the labor force leads to the view of women as marginal workers , and is at the root of the discriminatory practices which keep women in low-paying and dead-end jobs . ” )","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"12 This emphasis on the role autonomy of the pregnant woman reflects the in­fluence of the equal protection sex discrimination cases , which prohibit the government from en­forcing stereotypical roles on women .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
The critic also says that there are many factors outside of a woman ’s control that influence whether she becomes pregnant so we ca n’t say she “ caused ” a child to come into existence that needs her help when she chose to have sex .,['RESPONSIBILITY'],train
"If this woman does have a responsibility to care for this child because she was responsible for his existence , then it follows she would be responsible for that same child when it came into existence at conception and abortion would be morally wrong .","['RESPONSIBILITY', 'MORAL/ETHICAL VALUES']",train
"If we expect men to be responsible for children they create ( intentionally or unintentionally ) through intercourse , then should n’t women be held responsible for the children they create through intercourse as well ?",['RESPONSIBILITY'],train
We absolutely do not require anyone to take responsibility for the children they produce .,['CONSEQUENCES OF CHILDBIRTH'],train
"If women are unprepared to care for their children , they should at least put them up for adoption .",['ADOPTION'],train
Unwanted child does not deserve to be put through a life of suffering and poverty or the horrible things that you go through being raised in foster care .,['CONSEQUENCES OF CHILDBIRTH'],train
"Many unwanted babies are abused , neglected and / or battered or even killed by unloving or immature parents .",['CONSEQUENCES OF CHILDBIRTH'],train
Research also suggests that the babies of such cases face a higher risk of neglect or abuse from their mothers for various reasons .,['CONSEQUENCES OF CHILDBIRTH'],train
"It ' s arguably better for society to have babies aborted than have them be brought up poor and neglected , where not only will the child suffer but society when that child develops a higher attraction to crime , welfare , etc .",['CONSEQUENCES OF CHILDBIRTH'],train
"The baby shortage has some positive benefits : older , non - white and handicapped children are now being adopted rather than having to live in institutions .","['CONSEQUENCES OF CHILDBIRTH', 'ADOPTION']",train
Adoptable babies are also scarce today because 94 % of unwed mothers keep their babies .,['ADOPTION'],train
"And with 1.5 million American families wanting to adopt a child , there is no such thing as an unwanted child .",['ADOPTION'],train
"Now 29 states have done it , and tens of millions of dollars have gone to create a culture where more people , more babies are adopted ... My record is clear .",['ADOPTION'],train
"Since 1973 , more than 56 million preborn babies have been destroyed due to the legalization of abortion in the United States .",['FETAL/NEWBORN RIGHTS'],train
The volume of death represented by abortion is staggering .,['FETAL/NEWBORN RIGHTS'],train
Abortion used when mother has a high probability of dying during child birth ?,['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH'],train
"A pregnancy that has a high probability of killing the mother is not "" ordinary care . """,['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH'],train
"And of course , during delivery , a number of complications can develop that could cause permanent harm or kill the mother .",['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH'],train
"Carrying and delivering a baby can be painful & dangerous to the mother , and a number of complications can develop .",['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH'],train
Many have complications ; some fetuses have severe disorders that can cause the child to live a very difficult and painful life .,['FETAL DEFECTS/DISABILITIES'],train
This is especially true in the cases where the fetus will suffer greatly it is brought to full term .,['FETAL DEFECTS/DISABILITIES'],train
Fetuses have done nothing .,['FETAL/NEWBORN RIGHTS'],train
The fetus does n't want to be killed ; it seeks to escape .,['FETAL/NEWBORN RIGHTS'],train
"Life is fragile and if a girl does not want a child there is no reason they need to keep it , the fetus is not a person at its stage , it can not survive without being inside its mother and it should not count as a individual person because the mother is the one that should call the shots in the first place .","[""BODILY AUTONOMY/WOMEN'S RIGHTS"", 'FETAL/NEWBORN RIGHTS']",train
Forcing women to carry wanted but doomed pregnancies to term is cruel and unnecessary .,"[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
"Instead , she demanded for women the “ right ” to submit to these injustices by destroying their pregnancies .",['FETAL/NEWBORN RIGHTS'],train
"Millions of American women have aborted a child , and the pain , loss , and emotional need to justify what was done , both on the part of the mother and on the part of her loved ones , is strong and deep .",['PSYCHOLOGICAL EFFECTS OF ABORTION'],train
"A 2002 peer-reviewed study published by the Southern Medical Journal of more than 173,000 American women found that women who aborted were 154 % more likely to commit suicide than women who carried to term .",['PSYCHOLOGICAL EFFECTS OF ABORTION'],train
"The same study found that women unable to obtain abortions were more likely to stay in a relationship with an abusive partner than women who had an abortion , and were more than twice as likely to become victims of domestic violence .","[""BODILY AUTONOMY/WOMEN'S RIGHTS""]",train
""" A peer-reviewed 2005 study published in BMC Medicine found that women who underwent an abortion had "" significantly higher "" anxiety scores on the Hospital Anxiety and Depression Scale up to five years after the pregnancy termination .",['PSYCHOLOGICAL EFFECTS OF ABORTION'],train
Even the House Republican late-term abortion bill that passed the House and failed in the Senate on a party-line vote included exceptions allowing late-term abortion if the child was conceived through rape or incest or the woman ' s life was in danger .,"['HEALTH EFFECTS OF PREGNANCY/CHILDBIRTH', 'RAPE']",train
