sentence,labels
The world energy demand is projected to grow by 50 % by 2030 .,['OTHER']
Nuclear Power Is the Future .,['OTHER']
It will not let out greenhouse gases and it will save the world from pollution .,['ENVIRONMENTAL_IMPACT']
"According to the World Health Organisation , worldwide fossil-fuel pollution is responsible for three million deaths a year . """,['FOSSIL_FUELS']
also kids would be homeless and what would we do if we ran out of nuclear power ?,['OTHER']
"Palo Alto , California ( CNN ) -- If our nation wants to reduce global warming , air pollution and energy instability , we should invest only in the best energy options .","['ENVIRONMENTAL_IMPACT', 'RELIABILITY']"
• A good wind project produces electricity only about 30 percent of the time .,['RENEWABLES']
"Wigley of the University of Adelaide sees improvements on the horizon for nuclear technologies , particularly in China , where modifications of Westinghouse technology could allow new plants to be set up in two to three years .","['TECHNOLOGICAL_INNOVATION', 'COSTS']"
"In so far as fossil fuels contribute to global warming and nuclear energy does not , therefore , fossil fuels are the real enemy of renewables .","['ENVIRONMENTAL_IMPACT', 'FOSSIL_FUELS', 'RENEWABLES']"
There is no need for nuclear .,['OTHER']
"The Department of Energy ( DOE ) is expanding its development of nuclear reactors that churn out large amounts of waste heat , which could be used in a number of other industries .",['TECHNOLOGICAL_INNOVATION']
"Firstly , it does n't let out green house gases that destroy the environment .",['ENVIRONMENTAL_IMPACT']
"Maria Korsnick , the new head of the Nuclear Energy Institute , told skeptical Wall Street analysts in New York today that supporting financially struggling , aging reactors is critical to curbing heat-trapping emissions , and that states like Illinois , New York and now Connecticut are stepping up with financial support ( Energywire , Feb. 9 ) .",['ENERGY_POLICY']
"Finally , nuclear power can provide a reliable , steady stream of electricity that ' s not dependent on a shining sun or blowing winds , giving it an advantageâ € ” in some people ' s minds â € ” over its renewable competitors .","['RENEWABLES', 'RELIABILITY']"
Although it is not expected to be ready for 50-100 years it holds the most promise for nuclear energy .,['OTHER']
"Whether we like it or not , nuclear power benefits us all .",['OTHER']
My reasons are Firstly It will not use green house gasses and will save the world from pollution .,['ENVIRONMENTAL_IMPACT']
"Furthermore , we have the technology to tap into them to provide not just the 20 percent of electricity currently provided by nuclear in the United States , but to provide all of our electrical needs .",['RELIABILITY']
Nuclear power provides other benefits in addition to clean air .,['ENVIRONMENTAL_IMPACT']
Nuclear power can not replace that energy .,['RELIABILITY']
"Wind power typically costs much more than nuclear - often twice as much per kWh , and can not provide power on demand .","['RENEWABLES', 'COSTS']"
It has been determined that the amount of greenhouse gases have decreased by almost half because of the prevalence in the utilization of nuclear power .,['ENVIRONMENTAL_IMPACT']
"By investing so much money into building power plants , efforts to build sustainable energy supplies are deterred .",['RENEWABLES']
"Solar , wind , geothermal , hydro and other forms of green power are cheaper , cleaner , safer , faster to build , require no federal limits on liability and create no radioactive waste .","['WASTE', 'RENEWABLES']"
"So from a CO2 perspective , exactly how is the building of a nuclear plant all that different from the building of any number of renewable energy plants – or any other modern structure for that matter ?",['RENEWABLES']
Nuclear is the best way to generate electricity .,['OTHER']
"Also , even though the expense of setting up nuclear power plants is moderately high , the expense of running them is quite low low .",['COSTS']
Wind farms can be up and running in less than a year .,['RENEWABLES']
Nuclear power plants can not be brought on line fast enough to prevent the rapid climate change disaster coming in less than 10 years ( See Shootout : Do We Need To Restrict CO2 Emissions ? ),['ENVIRONMENTAL_IMPACT']
Remember : Nuclear energy is n’t the solution to humanity ’s problems — it ’s the source .,['OTHER']
He wants Congress to pay for testing new designs for nuclear plants and tells us that “ nuclear energy ' s importance in reducing emissions is beyond dispute . ”,"['ENERGY_POLICY', 'ENVIRONMENTAL_IMPACT']"
"In addition , nuclear power takes up much less real estate to generate the same amount of power that wind or solar would .",['RENEWABLES']
"When we compare it to very clean and renewable sources such as solar , the footprint of the complex is much smaller for the same output of voltaic panels and far smaller than that required for wind turbines , so it takes up much less space .","['ENVIRONMENTAL_IMPACT', 'RENEWABLES']"
"In November 2000 the world recognised nuclear power as a dirty , dangerous and unnecessary technology by refusing to give it greenhouse gas credits during the UN Climate Change talks in The Hague .","['ENVIRONMENTAL_IMPACT', 'ACCIDENTS/SECURITY']"
"In fact , to equal the electrical output of a single 3.000 megawatt-electric nuclear generating station , it would take roughly 2.000 wind turbines or 140 square kilometres of solar panels .","['RENEWABLES', 'RELIABILITY']"
This enormous demand for new generating capacity must be met while also containing global warming and minimizing pollution and other environmental damage .,"['ENVIRONMENTAL_IMPACT', 'RELIABILITY']"
"And nuclear energy has lower greenhouse gas emissions than other power sources , especially coal , so it is considered a clean provider of electricity .","['ENVIRONMENTAL_IMPACT', 'FOSSIL_FUELS']"
"Furthermore , it is feasible to get private insurance for renewables , whereas the private sector is unwilling to underwrite nuclear facilities , whether LFTR or otherwise .",['RENEWABLES']
"Large power-generating capacity able to meet industrial and city needs ( as opposed to low-power technologies like solar that might meet only local , residential , or office needs but can not generate power for heavy manufacturing ) .","['RENEWABLES', 'RELIABILITY']"
Modern power stations generate more energy and are safer than their older counterparts .,"['TECHNOLOGICAL_INNOVATION', 'ACCIDENTS/SECURITY']"
"Nuclear energy undermines renewable solutions to climate change "" The case against nuclear power "" .",['RENEWABLES']
"The fuel itself is relatively inexpensive , at least for the time being .",['COSTS']
"Should this prevent the further development of nuclear energy , particularly if it is believed that nuclear energy is part of the solution to the global warming crisis ?",['ENVIRONMENTAL_IMPACT']
"If abundance of cheap energy is available then that changes the landscape , we no longer need to insure future oil and coal supply , so no need to tear up other countries and pursuing these ends .",['FOSSIL_FUELS']
"The right-leaning R Street Institute released a report this week that found no economic justification for financially supporting reactors that have been disadvantaged by cheap natural gas , state clean energy programs and federal tax incentives for wind .",['RENEWABLES']
Nuclear energy will compete with and squeeze out renewable energy .,['RENEWABLES']
Pros Nuclear power can generate a vast amount of energy without spewing out air pollution during operation .,['ENVIRONMENTAL_IMPACT']
"But whether we like it or not , fission nuclear energy will remain an integral part of the global energy budget — there ’s just nothing else capable of supplying the kind of power our civilization needs ( at least , among proven and implemented technologies ) .",['RELIABILITY']
"Nuclear power is far from emission-free on a lifecycle basis , and the energy inputs from fossil fuels negate any advantage from reduced direct emissions of CO2 .","['ENVIRONMENTAL_IMPACT', 'FOSSIL_FUELS']"
"Fall , 2006 - "" Roughly 700 million metric tons of CO2 emissions are avoided each year in the United States by generating electricity from nuclear power rather than some other source .",['ENVIRONMENTAL_IMPACT']
So scientists have now turned their attention to what would be needed after 2030 to meet a 2 C goal : an energy system transformation that emits less carbon .,['ENVIRONMENTAL_IMPACT']
"It produces no harmful greenhouse gases , isolates its waste from the environment , and requires less area to produce the same amount of electricity as other sources .",['ENVIRONMENTAL_IMPACT']
"Finally , perhaps most importantly , PV & wind are unreliable and require fossil fuel ( typically natural gas ) backup for the most of the time the wind is n’t blowing & the sun is n’t shining .","['FOSSIL_FUELS', 'RENEWABLES']"
"However , natural gas is still a carbon-emitting technology and contributes to climate change .",['FOSSIL_FUELS']
